results;Score;Label
no drag keep the name lmao teume sarcases already;0,011721475;positive
really nanya sarcasion;0,15625;positive
cave cave just sarcass blaming cave;-0,04375;negative
onty sarcass;0;neutral
since the lecturer like the art of the art of avant garde like a photo of a long exposure friend friend;0,041381836;positive
hate ngingetin stream vote wear sarcases;-0,032063802;negative
sender sarcases streaming aids;-0,005859375;negative
sorry finish sorry sentence sarcass friend;-0,158854167;negative
allah sarcases blakblakan frontal jua smooth asa hurtache den;0,012586806;positive
it turns out the sarcases are fierce in the impression of consumers who are ngemis ngemis;-0,018973062;negative
the sarcasion udeh diem bam;-0,015625;negative
bio sarcass bet;0;neutral
didu.;0;neutral
i hsskssnrhwkskdhak deluses sarcasical comments anjirrr males twitter debate;0,001953125;positive
really sirkas read play;0,125961304;positive
base used chupaps gaberani koar koar sarcases guy speak account;0,003973389;positive
sarcases nemu mf.;0;neutral
indo kael idol fans qrt salute kael brave sarcases hate;-0,084375;negative
boy sekata gua word warnet numpan;0,01953125;positive
polite sarcass;0,21875;positive
gossip right to read mean not anyone take sarcases;-0,015677316;negative
uhhh sarcasion of paan;0;neutral
hope youre happy around mouth lemes full sarcases bodoatamat;0,118861607;positive
sorcasion sorry sorry trulation;-0,26953125;negative
aslinaa row poetry sarcases;-0,015625;negative
sarcass does;0;neutral
personalist artist sells sarcases posted;0,000378418;positive
likes rich sarcases gin;0,061103821;positive
qrt bacain kael funny kira kira kiel likes jihoon even though cmn sarcases are serious;0,013822115;positive
really sirkas home;0,156901042;positive
yakan really really knows the wrong idol where kael sarcases;0,020309448;positive
sarcases just a gang of tweet im concerned im worried im afraid of tbtb narcoboy;-0,092329545;negative
the internet is hard to need a sarcasical comment gemes;-0,082814535;negative
kepsyen sw riding kabeh anjrott seko sen sarcass melu riding;0,05;positive
pretentious;0,0625;positive
sarcase sarcases ap hiding mean;-0,015625;negative
halooo pc anjrit sarcases;0;neutral
caessa sarcass;0;neutral
suspicious cheater terror was asked about the news of the novel flower angry;-0,100097656;negative
beautiful sarcass;0,265625;positive
sarcasical type dear sarcase dear;0,09375;positive
really darling sarcass thanks;0,125;positive
really sarcases of word;0,15625;positive
sho narukamiogosho sirkas seal softly ogikawa kusoyarou fuzakeru;-0,0078125;negative
mama eat resin tables dont eat mama noodle bread;0,100694444;positive
honestly like my fandom blame tweet;-0,0390625;negative
your sekarep macem difficult shaka sarkas sarcases accants to look thicken kare;-0,053125;negative
satire sarcass school teaches;0;neutral
cute citizens sarcased;0,135416667;positive
shahab suggesting sues present pull legitimate;0,024251302;positive
even though sender sender;-0,0078125;negative
teacher sarcasion sie bodo likes to like maw creations;0,1015625;positive
the political world of criticism of the fun of the fun of the satire sarcases is reasonable;0,0390625;positive
satire mural criticism sarcases shape shape dairy mockshake;-0,011230469;negative
ngehate the idol has been successful in the fans of michi whiny;-0,028645833;negative
im sarcased;0;neutral
sorry like kk misunderstanding the problem;-0,298828125;negative
dont sad sarcasion posthink;-0,125;negative
what really sarcases;0,234375;positive
id sarcases because sindir siii;0;neutral
doang wkwkwkmaaf doang jihoon bac;0;neutral
kanda sarcases kanda take dokbil hahahaa;0,005209605;positive
playing victim dehhhh case context sendkas sentence doang;0,000198472;positive
sarcases wqwq teume rep;0;neutral
ngaca dog toxic exo needs fans account sarcases beyu shy fools;0,006392045;positive
there the debate of the two anime tastes of the two debate relaxes there is no arrived to be happy;-0,06766183;negative
tmn sarcases when i want to be fortunate brengjek;0,15859375;positive
id njir spk ball kyk gin quality referee threshold match;0,049479167;positive
dihih sarcasine account;0,004109701;positive
ngatain individual idol gasuka takemichi sarkas doang gas;-0,017578125;negative
sarcastic ap.;-0,15625;negative
gatau context sarcases demand apologize;-0,0875;negative
gocek gataau sarcasine;0;neutral
blame jihoon kiel asa sarcass;-0,0875;negative
mjb sarcass;0;neutral
omimiya likes to go through idol direp sarkas you are left by gim;-0,006843567;negative
gapapa relaxing kayak warning likes bulay likes sarcases;0,023803711;positive
yena jago sarkas;0;neutral
okay sarcass boss;0,0625;positive
bjirrrr sarkas mlu banh vdalam javanese;0;neutral
marisa sarcasize anjir.;0;neutral
just sofased serihin;0;neutral
sarin;0;neutral
really sarcass;0,234375;positive
sarcasion ape is kospley;-0,03125;negative
want to sarcasize the celebration of freak;-0,02734375;negative
very patient sarcass;0,0625;positive
sarcass febri haryadi;0;neutral
tangkep sarcases due to teume latah ngatain cha;0,011160714;positive
try jiun;0,044067383;positive
like sarcass gin.;0;neutral
slom jokowow because of calem til prabowow because rada sarcases choose jaypark;0;neutral
kek gataau sarcass;0;neutral
id sarcasine kek;0;neutral
reverse your friends friend likes tsr likes your friends friend is lux;0,10546875;positive
sunflowers really ken turning back to talk kyk yesterday koar mending sp;0,036931915;positive
understand sarcases nga.;0,063802083;positive
iveonly see one sarcased tweet no tweet ngehate idol cmn likes;0,010824205;positive
weve sarcass behind the siee accept cup cup cup;0,032296317;positive
sarcasion mantep;0;neutral
fess sarcases really dont donuts the middle hole will be single donut;0,047797309;positive
im really confused bring it to the real idol nangged sarcasion;-0,005645752;negative
i understand why people are angry with slandering takemichi its a grant to balize;0,039794922;positive
strange difference sarcases laughing after just looking for stalls;-0,04703776;negative
moga sarcases of bestie youre welcome;0,04375;positive
i sarcased its really funny;0,1875;positive
sopass balikin give hat;-0,045167803;negative
listen to idol very crowds for misuh misuh priv;-0,0234375;negative
wkakwkka sarcasine code;0;neutral
straight michi say touch some grass different;0,008237839;positive
mean not all people got brain understand sarkas sensitive pawang maung;-0,042531649;negative
buy wonder really squeeze the sound of the viewpoint;0,122949219;positive
this is a splashy sarcast saying to the idol;-0,011230469;negative
there is no oath of cmn seeds like unless kayak sarcases idk;0,026041667;positive
lets dibales sarcass wengi ono responds two;0,003125;positive
really funny sirkas;0,1875;positive
hoax ugly lie sarcases crashing rough fox fool;-0,086900711;negative
id is fierce mastakut mksd sarcases;-0,0140625;negative
ohhhh see the sarcases reversed replies;0,003858569;positive
heboh sarcass;0;neutral
sopass ajgg;0;neutral
bener reng sarcass just thought;0,007263184;positive
sarcassment is emang;0;neutral
pinter understand sarcases;0,022135417;positive
mealbos understand sarcases cave emotions cave sarcasher;0,071986607;positive
wwkwkwkwksarkas.;0;neutral
lets sarcass sarcastically a very little day;-0,018652344;negative
no meaning sarcases stress wallet;-0,001953125;negative
sarcases really;0,234375;positive
sarcasion hj when korean concert likes to like;0,074869792;positive
funny sarcass ye fuck;0,0234375;positive
serang ngatin bawa bawa jhoon dalial sodass;0;neutral
hate look crowded cawir sarcass sarcass etc ultimately;-0,017578125;negative
corory sarkasat meray merahan type balikin ball;0;neutral
makimaki sarkas gtgt uwu;0;neutral
cororong sarcass;0;neutral
sarcass dije.;0;neutral
bro its wrong with the wrong character of anime carrying the same teume base;-0,151021004;negative
what is gaptek gapande edit this im confused when its already a shock;-0,081508092;negative
unbelieving character please sorry really ethically misunderstanding the core;-0,004882813;negative
sarcases pls yaudah gapapa using cutlery;0,006510417;positive
emang sarcass;0;neutral
health mental easy dijabarin when mental issues;0,098261515;positive
tbh is shocked because students are around the non-looking example of the jug campus;-0,028459821;negative
id blg me sarcass;0;neutral
kururu sarcases ank.;0;neutral
yahh the name of the sentence sarcasry the child plays a sarcasical sentence;0,011474717;positive
sender sender;0;neutral
houo hilarious jokes sarcases are confused bang;0,061197917;positive
wrong mbak bakre funny nyelametin emotnya sincere love;0,055145264;positive
squaped orange sarcased;0;neutral
core sarcasion hat hate tum;-0,089782715;negative
im going to say qrt basic dog westerner goblok intact tweet krjp bight wear sopass language gobloooookkkkk;0,000793457;positive
cave liatin kids laugh sarcases stress;0,0125;positive
i like to read the work of wp sreg because of the comment on the sarcass;0,054146903;positive
he said work allergy;-0,017578125;negative
sarcass is really;0,234375;positive
au understand the sarcases;0,04296875;positive
really sarcasion;0,234375;positive
vlivenya bosenin because of the game playing gin bontot funny;0,004725988;positive
laugh sarcass hhhh.;0,015625;positive
mbak sarcass;0;neutral
sarcass subtle considers really nyahahah;0,103125;positive
god i cant but the meeting of the sarcases is afraid;-0,096875;negative
yatau real sarcases;-0,012776693;negative
only power manda doi igs sindir smooth ic;0,026646205;positive
even though the op is just a sarcass to be serious;0,005859375;positive
suppose sofasa tangent;0,0234375;positive
weve sarcass kids bub gangs child pnya filter sometimes;0,004340278;positive
bagain where sarcases see sarcases tweets;0,003858569;positive
feeling jae sarcases fishing antis angry body is really;0,021003723;positive
news release date can win seriously sarcases;0,05082194;positive
kayak fans split its really funny until my friend sarcases my fools bomb level waw;0,051136364;positive
sorry im sorry menfess sarcases;-0,215625;negative
elu falls idol sarcasion mbak;-0,016393853;negative
i sarcass;0;neutral
jiakh sarcass;0;neutral
different sarcases hina context has been despicable;0,009375;positive
pretentious sarcases really cool;0,1328125;positive
